SOURCE_NAME,RA_(J2000),DEC_(J2000),JD_OBS,JD_ERROR,YEAR_OBS,TOTAL_FLUX,ERROR_TOTFLUX,PEAK_FLUX,ERROR_PEAKFLUX,DIAMETER,ERROR_DIAMETER,FREQ_OBS,PAPER,RESOLUTION,OBSERVATION_NOTE
44.0+59.5,09 55 52.72,69 40 45.77,2445136.5,1.825,1982.46,24.03,0.5,24.03,0.5,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2445136.5,1.825,1982.46,2.83,0.6,2.83,0.6,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2445136.5,1.825,1982.46,2.11,0.51,2.11,0.51,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2445136.5,1.825,1982.46,1.54,0.53,1.54,0.53,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2445136.5,1.825,1982.46,6.81,0.5,6.81,0.5,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2445136.5,1.825,1982.46,1.39,0.46,1.39,0.46,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2445136.5,1.825,1982.46,3.07,0.57,3.07,0.57,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2445136.5,1.825,1982.46,2.51,0.53,2.51,0.53,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2445136.5,1.825,1982.46,1.84,0.65,1.84,0.65,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2445136.5,1.825,1982.46,1.82,0.48,1.82,0.48,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2445136.5,1.825,1982.46,2.26,0.58,2.26,0.58,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2445560.5,1.825,1983.62,4.86,0.92,4.86,0.92,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2445560.5,1.825,1983.62,1.57,0.94,1.57,0.94,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2445560.5,1.825,1983.62,2.42,1,2.42,1,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2445560.5,1.825,1983.62,1.1,0.79,1.1,0.79,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2445560.5,1.825,1983.62,0.7,0.72,0.7,0.72,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2445560.5,1.825,1983.62,7.41,0.86,7.41,0.86,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2445560.5,1.825,1983.62,2.34,0.84,2.34,0.84,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2445560.5,1.825,1983.62,91.67,0.8,91.67,0.8,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2445560.5,1.825,1983.62,1.63,0.75,1.63,0.75,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2445560.5,1.825,1983.62,1.62,0.83,1.62,0.83,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2445560.5,1.825,1983.62,4.28,0.81,4.28,0.81,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2445560.5,1.825,1983.62,10.76,0.82,10.76,0.82,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2445560.5,1.825,1983.62,24.26,0.84,24.26,0.84,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2445560.5,1.825,1983.62,2.65,0.91,2.65,0.91,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2445560.5,1.825,1983.62,2.84,0.9,2.84,0.9,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2445560.5,1.825,1983.62,1.06,0.76,1.06,0.76,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2445560.5,1.825,1983.62,7.61,0.85,7.61,0.85,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2445560.5,1.825,1983.62,1.14,0.79,1.14,0.79,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2445560.5,1.825,1983.62,3.95,1.01,3.95,1.01,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2445560.5,1.825,1983.62,2.07,0.82,2.07,0.82,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2445560.5,1.825,1983.62,2.65,0.82,2.65,0.82,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2445560.5,1.825,1983.62,2.32,1,2.32,1,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2445615.5,1.825,1983.77,4.32,0.49,4.32,0.49,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2445615.5,1.825,1983.77,1.72,0.5,1.72,0.5,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2445615.5,1.825,1983.77,1.83,0.5,1.83,0.5,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2445615.5,1.825,1983.77,1.47,0.48,1.47,0.48,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2445615.5,1.825,1983.77,1.69,0.51,1.69,0.51,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2445615.5,1.825,1983.77,8.08,0.49,8.08,0.49,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2445615.5,1.825,1983.77,2.52,0.44,2.52,0.44,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2445615.5,1.825,1983.77,90.71,0.5,90.71,0.5,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2445615.5,1.825,1983.77,2.43,0.48,2.43,0.48,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2445615.5,1.825,1983.77,2.22,0.54,2.22,0.54,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2445615.5,1.825,1983.77,4.67,0.44,4.67,0.44,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2445615.5,1.825,1983.77,11.19,0.47,11.19,0.47,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2445615.5,1.825,1983.77,24.53,0.47,24.53,0.47,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2445615.5,1.825,1983.77,2.79,0.5,2.79,0.5,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2445615.5,1.825,1983.77,3.29,0.5,3.29,0.5,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2445615.5,1.825,1983.77,2.04,0.49,2.04,0.49,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2445615.5,1.825,1983.77,7.62,0.47,7.62,0.47,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2445615.5,1.825,1983.77,1.23,0.42,1.23,0.42,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2445615.5,1.825,1983.77,3.05,0.52,3.05,0.52,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2445615.5,1.825,1983.77,2.21,0.48,2.21,0.48,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2445615.5,1.825,1983.77,1.82,0.54,1.82,0.54,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2445615.5,1.825,1983.77,2.4,0.47,2.4,0.47,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2445615.5,1.825,1983.77,1.95,0.47,1.95,0.47,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2446148.5,1.825,1985.23,4.53,0.37,4.53,0.37,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2446148.5,1.825,1985.23,2.14,0.49,2.14,0.49,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2446148.5,1.825,1985.23,2.2,0.41,2.2,0.41,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2446148.5,1.825,1985.23,1.93,0.4,1.93,0.4,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2446148.5,1.825,1985.23,1.19,0.36,1.19,0.36,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2446148.5,1.825,1985.23,8.09,0.41,8.09,0.41,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2446148.5,1.825,1985.23,2.64,0.34,2.64,0.34,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2446148.5,1.825,1985.23,79.88,0.4,79.88,0.4,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2446148.5,1.825,1985.23,1.62,0.35,1.62,0.35,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2446148.5,1.825,1985.23,2.12,0.41,2.12,0.41,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2446148.5,1.825,1985.23,4.4,0.36,4.4,0.36,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2446148.5,1.825,1985.23,11.59,0.38,11.59,0.38,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2446148.5,1.825,1985.23,24.03,0.37,24.03,0.37,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2446148.5,1.825,1985.23,2.7,0.41,2.7,0.41,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2446148.5,1.825,1985.23,2.15,0.37,2.15,0.37,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2446148.5,1.825,1985.23,1.57,0.37,1.57,0.37,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2446148.5,1.825,1985.23,7.72,0.37,7.72,0.37,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2446148.5,1.825,1985.23,1.25,0.33,1.25,0.33,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2446148.5,1.825,1985.23,2.75,0.41,2.75,0.41,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2446148.5,1.825,1985.23,1.98,0.35,1.98,0.35,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2446148.5,1.825,1985.23,1.4,0.43,1.4,0.43,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2446148.5,1.825,1985.23,2.57,0.38,2.57,0.38,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2446148.5,1.825,1985.23,2.45,0.43,2.45,0.43,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2446568.5,1.825,1986.38,5.19,0.61,5.19,0.61,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2446568.5,1.825,1986.38,2.6,0.81,2.6,0.81,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2446568.5,1.825,1986.38,2.17,0.66,2.17,0.66,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2446568.5,1.825,1986.38,2.37,0.69,2.37,0.69,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2446568.5,1.825,1986.38,1.65,0.64,1.65,0.64,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2446568.5,1.825,1986.38,8.75,0.65,8.75,0.65,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2446568.5,1.825,1986.38,3.16,0.57,3.16,0.57,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2446568.5,1.825,1986.38,80.17,0.6,80.17,0.6,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2446568.5,1.825,1986.38,2.37,0.66,2.37,0.66,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2446568.5,1.825,1986.38,1.76,0.6,1.76,0.6,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2446568.5,1.825,1986.38,5.03,0.59,5.03,0.59,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2446568.5,1.825,1986.38,13.04,0.62,13.04,0.62,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2446568.5,1.825,1986.38,26.38,0.61,26.38,0.61,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2446568.5,1.825,1986.38,3.06,0.68,3.06,0.68,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2446568.5,1.825,1986.38,2.87,0.63,2.87,0.63,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2446568.5,1.825,1986.38,2.11,0.6,2.11,0.6,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2446568.5,1.825,1986.38,8.89,0.64,8.89,0.64,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2446568.5,1.825,1986.38,1.39,0.56,1.39,0.56,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2446568.5,1.825,1986.38,2.9,0.63,2.9,0.63,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2446568.5,1.825,1986.38,2.32,0.6,2.32,0.6,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2446568.5,1.825,1986.38,2.07,0.73,2.07,0.73,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2446568.5,1.825,1986.38,2.79,0.57,2.79,0.57,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2446568.5,1.825,1986.38,2.07,0.61,2.07,0.61,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2446992.5,1.825,1987.54,4.38,0.67,4.38,0.67,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2446992.5,1.825,1987.54,1.27,0.73,1.27,0.73,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2446992.5,1.825,1987.54,2.32,0.72,2.32,0.72,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2446992.5,1.825,1987.54,1.2,0.65,1.2,0.65,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2446992.5,1.825,1987.54,1.08,0.64,1.08,0.64,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2446992.5,1.825,1987.54,7.27,0.69,7.27,0.69,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2446992.5,1.825,1987.54,3.5,0.67,3.5,0.67,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2446992.5,1.825,1987.54,60.44,0.7,60.44,0.7,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2446992.5,1.825,1987.54,1.39,0.61,1.39,0.61,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2446992.5,1.825,1987.54,1.37,0.66,1.37,0.66,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2446992.5,1.825,1987.54,4.81,0.68,4.81,0.68,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2446992.5,1.825,1987.54,10.58,0.66,10.58,0.66,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2446992.5,1.825,1987.54,22.17,0.66,22.17,0.66,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2446992.5,1.825,1987.54,2.38,0.71,2.38,0.71,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2446992.5,1.825,1987.54,2.47,0.75,2.47,0.75,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2446992.5,1.825,1987.54,1.66,0.64,1.66,0.64,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2446992.5,1.825,1987.54,7.34,0.68,7.34,0.68,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2446992.5,1.825,1987.54,1.2,0.6,1.2,0.6,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2446992.5,1.825,1987.54,3.24,0.73,3.24,0.73,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2446992.5,1.825,1987.54,1.79,0.61,1.79,0.61,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2446992.5,1.825,1987.54,1.35,0.73,1.35,0.73,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2446992.5,1.825,1987.54,2.33,0.66,2.33,0.66,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2446992.5,1.825,1987.54,1.78,0.75,1.78,0.75,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2448482.5,1.825,1991.62,4.85,0.25,4.85,0.25,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2448482.5,1.825,1991.62,1.67,0.29,1.67,0.29,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2448482.5,1.825,1991.62,2.35,0.27,2.35,0.27,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2448482.5,1.825,1991.62,1.59,0.25,1.59,0.25,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2448482.5,1.825,1991.62,1.17,0.24,1.17,0.24,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2448482.5,1.825,1991.62,7.93,0.25,7.93,0.25,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2448482.5,1.825,1991.62,3.43,0.24,3.43,0.24,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2448482.5,1.825,1991.62,46.29,0.2,46.29,0.2,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2448482.5,1.825,1991.62,1.99,0.25,1.99,0.25,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2448482.5,1.825,1991.62,1.96,0.24,1.96,0.24,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2448482.5,1.825,1991.62,4.79,0.23,4.79,0.23,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2448482.5,1.825,1991.62,11.87,0.24,11.87,0.24,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2448482.5,1.825,1991.62,23.89,0.24,23.89,0.24,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2448482.5,1.825,1991.62,2.68,0.25,2.68,0.25,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2448482.5,1.825,1991.62,2.37,0.25,2.37,0.25,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2448482.5,1.825,1991.62,1.56,0.23,1.56,0.23,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2448482.5,1.825,1991.62,8.16,0.24,8.16,0.24,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2448482.5,1.825,1991.62,1.2,0.21,1.2,0.21,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2448482.5,1.825,1991.62,3.54,0.27,3.54,0.27,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2448482.5,1.825,1991.62,2.02,0.23,2.02,0.23,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2448482.5,1.825,1991.62,1.85,0.28,1.85,0.28,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2448482.5,1.825,1991.62,2.41,0.24,2.41,0.24,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2448482.5,1.825,1991.62,1.79,0.25,1.79,0.25,,,5,KRONBERG_2000,0''.35 ,
39.10+57.3,09 55 47.88,69 40 43.72,2448957.5,1.825,1992.92,4.72,0.18,4.72,0.18,,,5,KRONBERG_2000,0''.35 ,
39.3+54.2,09 55 48.05,69 40 40.56,2448957.5,1.825,1992.92,1.84,0.22,1.84,0.22,,,5,KRONBERG_2000,0''.35 ,
39.4+56.1,09 55 48.17,69 40 42.41,2448957.5,1.825,1992.92,1.99,0.19,1.99,0.19,,,5,KRONBERG_2000,0''.35 ,
39.7+55.6,09 55 48.43,69 40 41.88,2448957.5,1.825,1992.92,1.74,0.19,1.74,0.19,,,5,KRONBERG_2000,0''.35 ,
40.6+56.0,09 55 49.35,69 40 42.36,2448957.5,1.825,1992.92,1.18,0.17,1.18,0.17,,,5,KRONBERG_2000,0''.35 ,
40.7+55.0,09 55 49.42,69 40 41.42,2448957.5,1.825,1992.92,7.72,0.18,7.72,0.18,,,5,KRONBERG_2000,0''.35 ,
41.3+59.6,09 55 50.07,69 40 45.83,2448957.5,1.825,1992.92,3.43,0.18,3.43,0.18,,,5,KRONBERG_2000,0''.35 ,
41.95+57.5,09 55 50.69,69 40 43.76,2448957.5,1.825,1992.92,40.49,0.2,40.49,0.2,,,5,KRONBERG_2000,0''.35 ,
42.2+59.0,09 55 50.95,69 40 45.2,2448957.5,1.825,1992.92,1.63,0.17,1.63,0.17,,,5,KRONBERG_2000,0''.35 ,
42.7+55.6,09 55 51.37,69 40 41.78,2448957.5,1.825,1992.92,1.93,0.18,1.93,0.18,,,5,KRONBERG_2000,0''.35 ,
43.2+58.3,09 55 51.91,69 40 44.58,2448957.5,1.825,1992.92,4.68,0.17,4.68,0.17,,,5,KRONBERG_2000,0''.35 ,
43.3+59.2,09 55 52.03,69 40 45.42,2448957.5,1.825,1992.92,11.83,0.17,11.83,0.17,,,5,KRONBERG_2000,0''.35 ,
44.0+59.5,09 55 52.72,69 40 45.77,2448957.5,1.825,1992.92,23.04,0.17,23.04,0.17,,,5,KRONBERG_2000,0''.35 ,
44.3+59.2,09 55 52.99,69 40 45.53,2448957.5,1.825,1992.92,2.17,0.18,2.17,0.18,,,5,KRONBERG_2000,0''.35 ,
44.5+58.1,09 55 53.22,69 40 44.36,2448957.5,1.825,1992.92,2.5,0.18,2.5,0.18,,,5,KRONBERG_2000,0''.35 ,
44.9+61.1,09 55 53.62,69 40 47.29,2448957.5,1.825,1992.92,1.61,0.18,1.61,0.18,,,5,KRONBERG_2000,0''.35 ,
45.2+61.2,09 55 53.88,69 40 47.41,2448957.5,1.825,1992.92,8.13,0.18,8.13,0.18,,,5,KRONBERG_2000,0''.35 ,
45.3+65.1,09 55 53.96,69 40 51.36,2448957.5,1.825,1992.92,1.05,0.15,1.05,0.15,,,5,KRONBERG_2000,0''.35 ,
45.7+65.2,09 55 54.44,69 40 51.43,2448957.5,1.825,1992.92,3.06,0.19,3.06,0.19,,,5,KRONBERG_2000,0''.35 ,
45.9+63.8,09 55 54.60,69 40 49.98,2448957.5,1.825,1992.92,2.04,0.17,2.04,0.17,,,5,KRONBERG_2000,0''.35 ,
46.2+67.6,09 55 54.88,69 40 53.77,2448957.5,1.825,1992.92,1.35,0.19,1.35,0.19,,,5,KRONBERG_2000,0''.35 ,
46.5+63.8,09 55 55.21,69 40 50.05,2448957.5,1.825,1992.92,2.54,0.18,2.54,0.18,,,5,KRONBERG_2000,0''.35 ,
46.7+67.0,09 55 55.41,69 40 53.03,2448957.5,1.825,1992.92,1.83,0.19,1.83,0.19,,,5,KRONBERG_2000,0''.35 ,
SN2008iz,09 55 51.55,69 40 45.8,2457167.5,0.5,2015,74.23,3.71,79.4,3.97,,,1.67,,,
SN2008iz,09 55 51.55,69 40 45.8,2457412.5,0.5,2016,66.46,3.32,70.73,3.54,,,1.67,,,